rank_in_inventory,canonical_key,formal_name,db_name,official_url,koeki_info_url,koeki_registered,admin_agency,prefecture_or_address,financial_document_year,annual_grant_amount_yen_existing,total_assets_yen_existing,jfc_rank_2022,foundation_subtype,koeki_research_score,duplicate_rows_collapsed,verification_status
48,科学技術融合振興財団,公益財団法人科学技術融合振興財団,公益財団法人科学技術融合振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E8%9E%8D%E5%90%88%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,神奈川県横浜市港北区日吉本町１丁目４番２４号,,17000000,,,corporate,5,1,koeki_name_matched_official_url_needed
49,サントリー文化財団,公益財団法人サントリー文化財団,公益財団法人サントリー文化財団,https://www.suntory.co.jp/sfnd,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B5%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E6%96%87%E5%8C%96%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市北区堂島２丁目１番５号,,14730000,,,corporate,3,1,official_url_and_koeki_name_matched
50,日本証券奨学財団,公益財団法人日本証券奨学財団,公益財団法人日本証券奨学財団,https://jssf.or.jp/researchgrant.html,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E8%A8%BC%E5%88%B8%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中央区日本橋茅場町一丁目5番8号東京証券会館3階,,10000000,,,individual,4,1,official_url_and_koeki_name_matched
51,社会科学国際交流江草基金,公益財団法人社会科学国際交流江草基金,公益財団法人社会科学国際交流江草基金,https://www.egusa-kikin.org/recruit.html,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%A4%BE%E4%BC%9A%E7%A7%91%E5%AD%A6%E5%9B%BD%E9%9A%9B%E4%BA%A4%E6%B5%81%E6%B1%9F%E8%8D%89%E5%9F%BA%E9%87%91,yes,内閣府,東京都文京区本郷６丁目２番９号モンテベルデ第２東大前３０５号室,,10000000,,,intl,4,1,official_url_and_koeki_name_matched
52,矢崎科学技術振興記念財団,公益財団法人矢崎科学技術振興記念財団,公益財団法人矢崎科学技術振興記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%9F%A2%E5%B4%8E%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区虎ノ門１丁目１３番３号虎ノ門東洋共同ビル,,10000000,,,individual,3,1,koeki_name_matched_official_url_needed
53,新潟医学振興会,公益財団法人新潟医学振興会,公益財団法人新潟医学振興会,http://www.niigata-mf.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%96%B0%E6%BD%9F%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,新潟県,新潟県新潟市中央区旭町通１番町７５７番地,,,,,corporate,10,1,official_url_and_koeki_name_matched
54,持田記念医学薬学振興財団,公益財団法人持田記念医学薬学振興財団,公益財団法人持田記念医学薬学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%8C%81%E7%94%B0%E8%A8%98%E5%BF%B5%E5%8C%BB%E5%AD%A6%E8%96%AC%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都新宿区四谷本塩町３番１号四谷ワイズビル,2024,,,,,9,1,koeki_name_matched_official_url_needed
55,田村科学技術振興財団,公益財団法人田村科学技術振興財団,公益財団法人田村科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%94%B0%E6%9D%91%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,富山県,富山県富山市新根塚町二丁目8番地２,,,,,corporate,9,1,koeki_name_matched_official_url_needed
56,富山第一銀行奨学財団,公益財団法人富山第一銀行奨学財団,公益財団法人富山第一銀行奨学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AF%8C%E5%B1%B1%E7%AC%AC%E4%B8%80%E9%8A%80%E8%A1%8C%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,富山県,富山県富山市掛尾町６２６番地,,,,,individual,8,1,koeki_name_matched_official_url_needed
57,寺岡記念育英会,公益財団法人寺岡記念育英会,公益財団法人寺岡記念育英会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AF%BA%E5%B2%A1%E8%A8%98%E5%BF%B5%E8%82%B2%E8%8B%B1%E4%BC%9A,yes,岡山県,岡山県岡山市北区下石井１丁目１番３号,,,,,individual,8,1,koeki_name_matched_official_url_needed
58,川西記念新明和教育財団,公益財団法人川西記念新明和教育財団,公益財団法人川西記念新明和教育財団,http://www.kawanishi-shinmaywa.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B7%9D%E8%A5%BF%E8%A8%98%E5%BF%B5%E6%96%B0%E6%98%8E%E5%92%8C%E6%95%99%E8%82%B2%E8%B2%A1%E5%9B%A3,yes,兵庫県,兵庫県宝塚市新明和町１番１号,,,,,individual,8,1,official_url_and_koeki_name_matched
59,臨床研究奨励基金,公益財団法人臨床研究奨励基金,公益財団法人臨床研究奨励基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%87%A8%E5%BA%8A%E7%A0%94%E7%A9%B6%E5%A5%A8%E5%8A%B1%E5%9F%BA%E9%87%91,yes,内閣府,福岡県福岡市中央区大名２丁目８番１号肥後天神宝ビル5階,,,,,,8,1,koeki_name_matched_official_url_needed
60,阪本奨学会,公益財団法人阪本奨学会,公益財団法人阪本奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%98%AA%E6%9C%AC%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,京都府京都市左京区北白川西町２２番地１,,,,,academic,8,1,koeki_name_matched_official_url_needed
61,イハラサイエンス中野記念財団,公益財団法人イハラサイエンス中野記念財団,公益財団法人イハラサイエンス中野記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%A4%E3%83%8F%E3%83%A9%E3%82%B5%E3%82%A4%E3%82%A8%E3%83%B3%E3%82%B9%E4%B8%AD%E9%87%8E%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区高輪３丁目１１番３号,,,,,individual,7,1,koeki_name_matched_official_url_needed
62,コニカミノルタ科学技術振興財団,公益財団法人コニカミノルタ科学技術振興財団,公益財団法人コニカミノルタ科学技術振興財団,https://dojindo-f.or.jp/subsidy,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B3%E3%83%8B%E3%82%AB%E3%83%9F%E3%83%8E%E3%83%AB%E3%82%BF%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都八王子市石川町2970番地コニカミノルタ株式会社内,,,,,corporate,7,1,official_url_and_koeki_name_matched
63,ファスキア奨学財団,公益財団法人ファスキア奨学財団,公益財団法人ファスキア奨学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%95%E3%82%A1%E3%82%B9%E3%82%AD%E3%82%A2%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,愛知県名古屋市名東区上社４丁目１９１番地,,,,,individual,7,1,koeki_name_matched_official_url_needed
64,三井金型振興財団,公益財団法人三井金型振興財団,公益財団法人三井金型振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%89%E4%BA%95%E9%87%91%E5%9E%8B%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,福岡県,福岡県北九州市八幡西区千代１丁目２番１号,,,,,corporate,7,1,koeki_name_matched_official_url_needed
65,中谷財団,公益財団法人中谷財団,公益財団法人中谷財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E8%B0%B7%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都品川区大崎一丁目２番２号アートヴィレッジ大崎セントラルタワー８階,2024,,,,,7,1,koeki_name_matched_official_url_needed
66,伊藤医薬学術交流財団,公益財団法人伊藤医薬学術交流財団,公益財団法人伊藤医薬学術交流財団,https://ito-zaidan.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BC%8A%E8%97%A4%E5%8C%BB%E8%96%AC%E5%AD%A6%E8%A1%93%E4%BA%A4%E6%B5%81%E8%B2%A1%E5%9B%A3,yes,北海道,北海道札幌市中央区北６条西１６丁目１番地５,,,,,academic,7,1,official_url_and_koeki_name_matched
67,兵庫県立大学科学技術後援財団,公益財団法人兵庫県立大学科学技術後援財団,公益財団法人兵庫県立大学科学技術後援財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%85%B5%E5%BA%AB%E7%9C%8C%E7%AB%8B%E5%A4%A7%E5%AD%A6%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E5%BE%8C%E6%8F%B4%E8%B2%A1%E5%9B%A3,yes,兵庫県,兵庫県姫路市書写２１６７兵庫県立大学内,,,,,academic,7,1,koeki_name_matched_official_url_needed
68,吉田学術教育振興会,公益財団法人吉田学術教育振興会,公益財団法人吉田学術教育振興会,http://www.yoshida-zaidan.org,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%90%89%E7%94%B0%E5%AD%A6%E8%A1%93%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,福岡県,福岡県久留米市南２丁目１５番１号大電株式会社内,,,,,corporate,7,1,official_url_and_koeki_name_matched
69,大塚芳満記念財団,公益財団法人大塚芳満記念財団,公益財団法人大塚芳満記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%A4%A7%E5%A1%9A%E8%8A%B3%E6%BA%80%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,徳島県,徳島県鳴門市撫養町南浜字浜田８３番地１,,,,,corporate,7,1,koeki_name_matched_official_url_needed
70,大阪ガス国際交流財団,公益財団法人大阪ガス国際交流財団,公益財団法人大阪ガス国際交流財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%A4%A7%E9%98%AA%E3%82%AC%E3%82%B9%E5%9B%BD%E9%9A%9B%E4%BA%A4%E6%B5%81%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市中央区淡路町４丁目４番１１号アーバネックス淡路町ビル５階,,,,,intl,7,1,koeki_name_matched_official_url_needed
71,服部報公会,公益財団法人服部報公会,公益財団法人服部報公会,http://www.hattori-hokokai.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9C%8D%E9%83%A8%E5%A0%B1%E5%85%AC%E4%BC%9A,yes,内閣府,東京都中央区京橋１丁目４番１０号大野屋京橋ビル３階,,,,,academic,7,1,official_url_and_koeki_name_matched
72,総合健康推進財団,公益財団法人総合健康推進財団,公益財団法人総合健康推進財団,https://soukensui.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E7%B7%8F%E5%90%88%E5%81%A5%E5%BA%B7%E6%8E%A8%E9%80%B2%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区神田司町二丁目6番神田平沼ビル4階,,,,,academic,7,1,official_url_and_koeki_name_matched
73,遠藤斉治朗記念科学技術振興財団,公益財団法人遠藤斉治朗記念科学技術振興財団,公益財団法人遠藤斉治朗記念科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%81%A0%E8%97%A4%E6%96%89%E6%B2%BB%E6%9C%97%E8%A8%98%E5%BF%B5%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,岐阜県,岐阜県関市小屋名１１１０番地,,,,,individual,7,1,koeki_name_matched_official_url_needed
74,鈴木謙三記念医科学応用研究財団,公益財団法人鈴木謙三記念医科学応用研究財団,公益財団法人鈴木謙三記念医科学応用研究財団,http://www.suzukenzaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%88%B4%E6%9C%A8%E8%AC%99%E4%B8%89%E8%A8%98%E5%BF%B5%E5%8C%BB%E7%A7%91%E5%AD%A6%E5%BF%9C%E7%94%A8%E7%A0%94%E7%A9%B6%E8%B2%A1%E5%9B%A3,yes,内閣府,愛知県名古屋市東区東片端町８番地スズケン本社ビル内,,,,,individual,7,1,official_url_and_koeki_name_matched
75,長岡技術科学大学技術開発教育研究振興会,公益財団法人長岡技術科学大学技術開発教育研究振興会,公益財団法人長岡技術科学大学技術開発教育研究振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%95%B7%E5%B2%A1%E6%8A%80%E8%A1%93%E7%A7%91%E5%AD%A6%E5%A4%A7%E5%AD%A6%E6%8A%80%E8%A1%93%E9%96%8B%E7%99%BA%E6%95%99%E8%82%B2%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,新潟県長岡市上富岡町字長峰１６０３番地１,,,,,academic,7,1,koeki_name_matched_official_url_needed
76,防衛大学校学術教育振興会,公益財団法人防衛大学校学術・教育振興会,公益財団法人防衛大学校学術・教育振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%98%B2%E8%A1%9B%E5%A4%A7%E5%AD%A6%E6%A0%A1%E5%AD%A6%E8%A1%93%E3%83%BB%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,東京都新宿区四谷本塩町１５番７号,,,,,academic,7,1,koeki_name_matched_official_url_needed
77,かずさdna研究所,公益財団法人かずさＤＮＡ研究所,公益財団法人かずさＤＮＡ研究所,https://www.kazusa.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%81%8B%E3%81%9A%E3%81%95%EF%BC%A4%EF%BC%AE%EF%BC%A1%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,千葉県木更津市かずさ鎌足２丁目６番地７,,,,,academic,6,1,official_url_and_koeki_name_matched
78,みずほ学術振興財団,公益財団法人みずほ学術振興財団,公益財団法人みずほ学術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%81%BF%E3%81%9A%E3%81%BB%E5%AD%A6%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区丸の内１丁目６番１号丸の内センタービルディング２階,,,,,corporate,6,1,koeki_name_matched_official_url_needed
79,オリエンタルモーター奨学財団,公益財団法人オリエンタルモーター奨学財団,公益財団法人オリエンタルモーター奨学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%A2%E3%83%BC%E3%82%BF%E3%83%BC%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都台東区東上野４丁目８番１号,,,,,individual,6,1,koeki_name_matched_official_url_needed
80,カシオ科学振興財団,公益財団法人カシオ科学振興財団,公益財団法人カシオ科学振興財団,https://www.konicaminolta.jp/about/csr/contribution/science,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%AB%E3%82%B7%E3%82%AA%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都渋谷区本町１丁目６番２号,,,,,corporate,6,1,official_url_and_koeki_name_matched
81,クリタ水環境科学振興財団,公益財団法人クリタ水・環境科学振興財団,公益財団法人クリタ水・環境科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%AF%E3%83%AA%E3%82%BF%E6%B0%B4%E3%83%BB%E7%92%B0%E5%A2%83%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中野区中野４丁目１０番１号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
82,サタケ技術振興財団,公益財団法人サタケ技術振興財団,公益財団法人サタケ技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B5%E3%82%BF%E3%82%B1%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,広島県東広島市西条西本町２番３０号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
83,サッポロ生物科学振興財団,公益財団法人サッポロ生物科学振興財団,公益財団法人サッポロ生物科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B5%E3%83%83%E3%83%9D%E3%83%AD%E7%94%9F%E7%89%A9%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都渋谷区恵比寿四丁目20番1号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
84,ズームグループ学術振興財団,公益財団法人ズームグループ学術振興財団,公益財団法人ズームグループ学術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%BA%E3%83%BC%E3%83%A0%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E5%AD%A6%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区神田駿河台四丁目４番地１,,,,,corporate,6,1,koeki_name_matched_official_url_needed
85,セコム科学技術振興財団,公益財団法人セコム科学技術振興財団,公益財団法人セコム科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%BB%E3%82%B3%E3%83%A0%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都渋谷区神宮前１丁目５番１号,2024,,,,,6,1,koeki_name_matched_official_url_needed
86,タカノ農芸化学研究助成財団,公益財団法人タカノ農芸化学研究助成財団,公益財団法人タカノ農芸化学研究助成財団,https://www.takanofoods.co.jp/company/foundation,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%BF%E3%82%AB%E3%83%8E%E8%BE%B2%E8%8A%B8%E5%8C%96%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%8A%A9%E6%88%90%E8%B2%A1%E5%9B%A3,yes,内閣府,茨城県小美玉市野田１５４２番地,,,,,academic,6,1,official_url_and_koeki_name_matched
87,トーキン科学技術振興財団,公益財団法人トーキン科学技術振興財団,公益財団法人トーキン科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%88%E3%83%BC%E3%82%AD%E3%83%B3%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,宮城県,宮城県白石市旭町七丁目１番１号,,,,,corporate,6,1,koeki_name_matched_official_url_needed
88,ファイザーヘルスリサーチ振興財団,公益財団法人ファイザーヘルスリサーチ振興財団,公益財団法人ファイザーヘルスリサーチ振興財団,https://www.health-research.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%95%E3%82%A1%E3%82%A4%E3%82%B6%E3%83%BC%E3%83%98%E3%83%AB%E3%82%B9%E3%83%AA%E3%82%B5%E3%83%BC%E3%83%81%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都渋谷区代々木３丁目２２番７号,,,,,corporate,6,1,official_url_and_koeki_name_matched
89,三重医学研究振興会,公益財団法人三重医学研究振興会,公益財団法人三重医学研究振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%89%E9%87%8D%E5%8C%BB%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,三重県,三重県津市江戸橋２丁目１７４番地三重大学医学部医学科同窓会三医会内,,,,,corporate,6,1,koeki_name_matched_official_url_needed
90,中冨健康科学振興財団,公益財団法人中冨健康科学振興財団,公益財団法人中冨健康科学振興財団,https://www.nakatomi.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E5%86%A8%E5%81%A5%E5%BA%B7%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,佐賀県鳥栖市田代大官町４０８番地,,,,,corporate,6,1,official_url_and_koeki_name_matched
91,中辻創智社,公益財団法人中辻創智社,公益財団法人中辻創智社,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E8%BE%BB%E5%89%B5%E6%99%BA%E7%A4%BE,yes,内閣府,京都府京都市中京区麩屋町通夷川上る笹屋町４５９番地,,,,,corporate,6,1,koeki_name_matched_official_url_needed
92,二又教育文化振興奨学会,公益財団法人二又教育文化振興奨学会,公益財団法人二又教育文化振興奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%8C%E5%8F%88%E6%95%99%E8%82%B2%E6%96%87%E5%8C%96%E6%8C%AF%E8%88%88%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,福岡県,福岡県久留米市東櫛原町３５３番地（久留米運送株式会社内）,,,,,academic,6,1,koeki_name_matched_official_url_needed
93,京都府医学振興会,公益財団法人京都府医学振興会,公益財団法人京都府医学振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%AC%E9%83%BD%E5%BA%9C%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,京都府,京都府京都市上京区河原町通広小路上ル梶井町４６５番地,,,,,corporate,6,1,koeki_name_matched_official_url_needed
94,伊藤国際教育交流財団,公益財団法人伊藤国際教育交流財団,公益財団法人伊藤国際教育交流財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BC%8A%E8%97%A4%E5%9B%BD%E9%9A%9B%E6%95%99%E8%82%B2%E4%BA%A4%E6%B5%81%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中央区日本橋本町２丁目３番４号江戸ビル８F,,,,,intl,6,1,koeki_name_matched_official_url_needed
